|"204|",|"1237|",|"0|",|"451.95|",|"4|",|"true|",|"1982-06-27 21:14:36|"|

|"348|",|"835|",|"11|",|"916.44|",|"90|",|"true|",|"2013-07-06 09:41:13|"|

|"74|",|"668|",|"5|",|"305.16|",|"37|",|"false|",|

|"372|",|"1527|",|"3|",|"110.03|",|"70|",|"true|",|"2011-03-18 11:17:09|"|

|"349|",|"1723|",|"3|",|"950.09|",|"22|",|"false|",|

|"310|",|"137|",|"10|",|"264.89|",|"41|",|"false|",|

|"148|",|"240|",|"8|",|"915.78|",|"54|",|"false|",|

|"484|",|"833|",|"24|",|"812.35|",|"26|",|"true|",|"2002-08-18 07:57:04|"|

|"397|",|"1666|",|"9|",|"377.97|",|"51|",|"true|",|"2018-12-01 23:35:12|"|

|"350|",|"1587|",|"0|",|"0.44|",|"67|",|"false|",|

|"50|",|"749|",|"12|",|"561.71|",|"11|",|"true|",|"1975-11-30 17:35:06|"|

|"247|",|"1078|",|"15|",|"120.35|",|"4|",|"true|",|"2020-06-14 15:24:06|"|

|"323|",|"1827|",|"9|",|"698.91|",|"13|",|"false|",|

|"8|",|"962|",|"22|",|"564.42|",|"31|",|"true|",|"2011-12-21 13:44:27|"|

|"151|",|"978|",|"1|",|"695.59|",|"19|",|"false|",|

|"258|",|"541|",|"17|",|"356.94|",|"63|",|"false|",|

|"189|",|"365|",|"3|",|"860.99|",|"53|",|"true|",|"1991-09-13 13:16:20|"|

|"344|",|"353|",|"18|",|"740.13|",|"42|",|"false|",|

|"171|",|"1153|",|"6|",|"150.48|",|"11|",|"false|",|

|"47|",|"404|",|"4|",|"986.41|",|"90|",|"false|",|

|"97|",|"1375|",|"21|",|"248.81|",|"12|",|"false|",|

|"72|",|"77|",|"0|",|"484.84|",|"51|",|"false|",|

|"229|",|"890|",|"24|",|"534.30|",|"51|",|"true|",|"2013-05-25 06:03:22|"|

|"461|",|"586|",|"7|",|"102.14|",|"12|",|"false|",|

|"390|",|"1638|",|"23|",|"623.87|",|"49|",|"false|",|

|"403|",|"478|",|"22|",|"224.37|",|"39|",|"false|",|

|"253|",|"1789|",|"0|",|"573.96|",|"57|",|"false|",|

|"272|",|"72|",|"2|",|"585.18|",|"95|",|"true|",|"1987-08-02 04:02:34|"|

|"308|",|"1839|",|"0|",|"979.53|",|"45|",|"true|",|"2020-12-10 18:42:34|"|

|"61|",|"1880|",|"11|",|"633.68|",|"86|",|"false|",|

|"410|",|"1637|",|"6|",|"77.84|",|"41|",|"true|",|"1982-08-07 04:04:36|"|

|"180|",|"876|",|"10|",|"114.86|",|"49|",|"true|",|"1975-10-30 21:39:38|"|

|"354|",|"202|",|"17|",|"841.28|",|"45|",|"false|",|

|"205|",|"953|",|"4|",|"117.89|",|"0|",|"true|",|"2013-04-06 22:24:02|"|

|"325|",|"607|",|"17|",|"519.08|",|"23|",|"false|",|

|"222|",|"1087|",|"19|",|"528.04|",|"7|",|"true|",|"1987-11-09 09:52:51|"|

|"17|",|"753|",|"21|",|"13.19|",|"21|",|"true|",|"1978-02-27 20:18:23|"|

|"32|",|"1683|",|"19|",|"315.57|",|"24|",|"false|",|

|"250|",|"319|",|"16|",|"924.68|",|"64|",|"true|",|"1975-01-26 13:44:02|"|

|"22|",|"1029|",|"8|",|"442.21|",|"41|",|"false|",|

|"268|",|"847|",|"10|",|"38.94|",|"63|",|"false|",|

|"499|",|"1777|",|"10|",|"838.21|",|"25|",|"false|",|

|"53|",|"876|",|"14|",|"980.47|",|"56|",|"false|",|

|"391|",|"183|",|"20|",|"144.41|",|"29|",|"true|",|"2014-02-20 01:45:24|"|

|"240|",|"1752|",|"18|",|"21.42|",|"52|",|"true|",|"1997-11-10 00:39:46|"|

|"170|",|"1989|",|"24|",|"888.61|",|"72|",|"false|",|

|"77|",|"744|",|"14|",|"826.09|",|"91|",|"true|",|"1984-07-08 02:02:52|"|

|"122|",|"1836|",|"1|",|"797.68|",|"53|",|"false|",|

|"96|",|"334|",|"2|",|"833.47|",|"14|",|"false|",|

|"176|",|"1590|",|"11|",|"869.83|",|"4|",|"true|",|"2007-01-16 14:37:40|"|

|"66|",|"1832|",|"16|",|"364.28|",|"87|",|"false|",|

|"487|",|"1553|",|"23|",|"904.31|",|"69|",|"false|",|

|"485|",|"1142|",|"16|",|"154.77|",|"20|",|"false|",|

|"389|",|"370|",|"5|",|"417.11|",|"23|",|"true|",|"2005-03-10 15:47:56|"|

|"115|",|"872|",|"4|",|"73.71|",|"39|",|"true|",|"1972-10-28 18:33:39|"|

|"124|",|"1585|",|"3|",|"994.68|",|"22|",|"true|",|"1983-05-03 15:47:33|"|

|"369|",|"1881|",|"2|",|"803.78|",|"84|",|"true|",|"1984-04-15 01:00:18|"|

|"353|",|"844|",|"10|",|"139.84|",|"51|",|"false|",|

|"330|",|"1838|",|"21|",|"199.17|",|"80|",|"false|",|

|"483|",|"409|",|"10|",|"578.32|",|"98|",|"false|",|

|"457|",|"800|",|"8|",|"955.72|",|"15|",|"true|",|"2019-01-10 04:20:01|"|

|"234|",|"1784|",|"12|",|"399.92|",|"7|",|"false|",|

|"431|",|"1702|",|"18|",|"144.84|",|"4|",|"true|",|"2008-01-28 17:23:47|"|

|"289|",|"1815|",|"5|",|"897.12|",|"56|",|"false|",|

|"195|",|"851|",|"2|",|"766.58|",|"91|",|"true|",|"2002-01-05 17:40:52|"|

|"147|",|"186|",|"21|",|"843.23|",|"75|",|"false|",|

|"208|",|"1685|",|"4|",|"525.17|",|"54|",|"false|",|

|"135|",|"1630|",|"4|",|"253.31|",|"25|",|"false|",|

|"333|",|"1178|",|"9|",|"481.55|",|"12|",|"false|",|

|"124|",|"241|",|"1|",|"39.04|",|"97|",|"false|",|

|"277|",|"1142|",|"4|",|"680.46|",|"8|",|"false|",|

|"479|",|"120|",|"12|",|"580.44|",|"14|",|"false|",|

|"285|",|"235|",|"9|",|"197.61|",|"87|",|"false|",|

|"24|",|"1987|",|"11|",|"953.73|",|"61|",|"true|",|"1973-07-16 06:17:33|"|

|"29|",|"612|",|"23|",|"869.91|",|"24|",|"true|",|"2003-06-10 00:20:07|"|

|"160|",|"594|",|"12|",|"985.01|",|"38|",|"false|",|

|"187|",|"1792|",|"1|",|"819.69|",|"64|",|"false|",|

|"133|",|"1143|",|"3|",|"519.91|",|"69|",|"true|",|"1999-01-28 18:11:58|"|

|"385|",|"1457|",|"23|",|"41.27|",|"18|",|"false|",|

|"259|",|"437|",|"20|",|"276.15|",|"34|",|"false|",|

|"416|",|"120|",|"7|",|"101.11|",|"82|",|"false|",|

|"70|",|"1746|",|"7|",|"604.25|",|"78|",|"false|",|

|"91|",|"1747|",|"15|",|"31.00|",|"17|",|"true|",|"2020-07-06 09:44:00|"|

|"474|",|"242|",|"6|",|"531.00|",|"98|",|"true|",|"1984-09-24 18:48:35|"|

|"294|",|"501|",|"4|",|"871.67|",|"68|",|"false|",|

|"131|",|"1033|",|"24|",|"448.90|",|"2|",|"false|",|

|"498|",|"1430|",|"18|",|"719.73|",|"25|",|"false|",|

|"70|",|"1855|",|"2|",|"796.20|",|"60|",|"true|",|"2016-04-15 04:21:24|"|

|"83|",|"1878|",|"17|",|"745.58|",|"59|",|"true|",|"1970-11-28 19:33:18|"|

|"318|",|"1428|",|"20|",|"165.18|",|"59|",|"true|",|"1975-02-16 23:00:48|"|

|"363|",|"1375|",|"21|",|"193.82|",|"86|",|"true|",|"1999-09-30 00:25:40|"|

|"381|",|"70|",|"15|",|"139.17|",|"82|",|"false|",|

|"140|",|"586|",|"21|",|"299.43|",|"31|",|"false|",|

|"347|",|"454|",|"8|",|"554.67|",|"72|",|"false|",|

|"416|",|"548|",|"22|",|"631.16|",|"10|",|"false|",|

|"294|",|"1362|",|"17|",|"195.35|",|"41|",|"false|",|

|"182|",|"998|",|"12|",|"304.15|",|"23|",|"true|",|"1984-06-20 01:21:29|"|

|"102|",|"862|",|"17|",|"813.82|",|"46|",|"false|",|

|"401|",|"242|",|"13|",|"153.14|",|"91|",|"false|",|

|"192|",|"306|",|"1|",|"369.86|",|"96|",|"false|",|

|"87|",|"1058|",|"17|",|"847.99|",|"69|",|"true|",|"2011-01-28 00:28:59|"|

|"325|",|"1702|",|"18|",|"391.45|",|"23|",|"true|",|"1999-03-07 09:28:29|"|

|"456|",|"1100|",|"14|",|"995.75|",|"34|",|"false|",|

|"45|",|"1273|",|"21|",|"32.66|",|"74|",|"true|",|"2002-05-04 06:14:00|"|

|"110|",|"1405|",|"13|",|"829.49|",|"94|",|"false|",|

|"72|",|"916|",|"12|",|"766.86|",|"49|",|"true|",|"2019-01-21 15:23:59|"|

|"146|",|"508|",|"0|",|"360.58|",|"0|",|"true|",|"2017-10-20 15:53:25|"|

|"342|",|"681|",|"17|",|"810.85|",|"98|",|"false|",|

|"73|",|"836|",|"11|",|"328.14|",|"25|",|"false|",|

|"36|",|"340|",|"3|",|"245.79|",|"24|",|"true|",|"1978-02-05 23:19:27|"|

|"7|",|"147|",|"15|",|"574.23|",|"17|",|"true|",|"1974-01-14 11:58:06|"|

|"257|",|"1450|",|"9|",|"221.46|",|"28|",|"false|",|

|"286|",|"318|",|"19|",|"835.45|",|"53|",|"false|",|

|"466|",|"854|",|"10|",|"323.34|",|"29|",|"true|",|"1996-05-12 14:56:38|"|

|"114|",|"681|",|"17|",|"745.04|",|"93|",|"true|",|"2001-05-15 02:26:05|"|

|"415|",|"311|",|"24|",|"461.10|",|"88|",|"false|",|

|"178|",|"345|",|"13|",|"726.48|",|"4|",|"true|",|"2002-05-04 14:39:50|"|

|"138|",|"873|",|"21|",|"537.55|",|"78|",|"false|",|

|"262|",|"173|",|"23|",|"591.79|",|"40|",|"true|",|"2004-05-13 07:07:22|"|

|"398|",|"147|",|"17|",|"915.90|",|"71|",|"true|",|"1980-10-19 18:55:38|"|

|"209|",|"271|",|"6|",|"233.24|",|"13|",|"false|",|

|"246|",|"1098|",|"22|",|"772.53|",|"85|",|"true|",|"2002-12-13 04:58:19|"|

|"302|",|"1994|",|"14|",|"276.43|",|"85|",|"false|",|

|"77|",|"1602|",|"5|",|"513.42|",|"97|",|"false|",|

|"208|",|"416|",|"16|",|"564.60|",|"97|",|"true|",|"1987-09-12 00:02:47|"|

|"266|",|"1119|",|"17|",|"201.37|",|"97|",|"false|",|

|"166|",|"1864|",|"24|",|"516.34|",|"7|",|"true|",|"1971-10-07 01:04:48|"|

|"122|",|"109|",|"24|",|"314.64|",|"21|",|"true|",|"1988-08-16 16:33:06|"|

|"335|",|"282|",|"14|",|"472.47|",|"32|",|"true|",|"2010-04-15 08:48:05|"|

|"124|",|"1681|",|"19|",|"34.78|",|"99|",|"false|",|

|"491|",|"209|",|"7|",|"632.29|",|"93|",|"false|",|

|"115|",|"553|",|"3|",|"283.01|",|"20|",|"false|",|

|"224|",|"851|",|"0|",|"846.04|",|"79|",|"true|",|"1996-04-24 22:57:09|"|

|"180|",|"388|",|"24|",|"154.59|",|"59|",|"false|",|

|"246|",|"1201|",|"2|",|"648.73|",|"48|",|"true|",|"2009-02-04 20:14:02|"|

|"241|",|"1082|",|"18|",|"809.40|",|"45|",|"true|",|"1979-07-11 07:35:50|"|

|"199|",|"373|",|"19|",|"44.34|",|"62|",|"false|",|

|"461|",|"261|",|"10|",|"681.45|",|"14|",|"false|",|

|"294|",|"696|",|"6|",|"914.35|",|"69|",|"false|",|

|"171|",|"867|",|"2|",|"693.88|",|"37|",|"false|",|

|"375|",|"481|",|"20|",|"767.71|",|"52|",|"true|",|"1973-07-25 23:43:59|"|

|"304|",|"678|",|"2|",|"515.59|",|"6|",|"false|",|

|"475|",|"1827|",|"19|",|"265.11|",|"7|",|"false|",|

|"470|",|"856|",|"12|",|"297.50|",|"30|",|"true|",|"2001-09-17 14:38:05|"|

|"467|",|"340|",|"3|",|"355.17|",|"77|",|"false|",|

|"333|",|"456|",|"8|",|"726.95|",|"25|",|"false|",|

|"232|",|"856|",|"12|",|"365.80|",|"52|",|"true|",|"1990-10-10 16:23:46|"|

|"202|",|"1032|",|"12|",|"88.27|",|"68|",|"false|",|

|"215|",|"554|",|"14|",|"288.12|",|"13|",|"false|",|

|"429|",|"540|",|"4|",|"755.05|",|"26|",|"false|",|

|"335|",|"192|",|"5|",|"376.47|",|"80|",|"false|",|

|"77|",|"706|",|"3|",|"542.27|",|"30|",|"false|",|

|"71|",|"864|",|"15|",|"808.49|",|"13|",|"false|",|

|"438|",|"214|",|"20|",|"424.51|",|"75|",|"true|",|"2007-10-09 00:40:42|"|

|"29|",|"1689|",|"10|",|"213.35|",|"56|",|"true|",|"1987-05-23 20:08:58|"|

|"474|",|"1005|",|"1|",|"228.84|",|"10|",|"true|",|"2016-09-12 22:17:45|"|

|"151|",|"694|",|"21|",|"113.12|",|"18|",|"false|",|

|"158|",|"1385|",|"13|",|"800.15|",|"44|",|"true|",|"1970-06-17 16:13:27|"|

|"358|",|"680|",|"11|",|"13.84|",|"37|",|"true|",|"2003-02-08 02:51:58|"|

|"436|",|"599|",|"7|",|"161.93|",|"46|",|"false|",|

|"96|",|"766|",|"1|",|"118.67|",|"52|",|"false|",|

|"381|",|"379|",|"1|",|"500.54|",|"56|",|"true|",|"1975-10-02 21:23:28|"|

|"113|",|"380|",|"19|",|"735.94|",|"91|",|"true|",|"1986-11-30 22:23:51|"|

|"479|",|"1613|",|"23|",|"48.05|",|"45|",|"true|",|"1999-05-14 17:11:15|"|

|"460|",|"170|",|"0|",|"220.22|",|"46|",|"false|",|

|"346|",|"1774|",|"21|",|"881.75|",|"0|",|"false|",|

|"346|",|"1393|",|"24|",|"791.45|",|"94|",|"true|",|"1975-08-09 13:16:43|"|

|"96|",|"1699|",|"20|",|"596.18|",|"4|",|"true|",|"1981-02-09 17:33:25|"|

|"152|",|"309|",|"6|",|"734.81|",|"18|",|"false|",|

|"223|",|"1380|",|"6|",|"522.81|",|"36|",|"true|",|"2018-04-05 01:03:42|"|

|"132|",|"311|",|"24|",|"341.84|",|"45|",|"true|",|"1998-01-09 02:06:50|"|

|"224|",|"1950|",|"7|",|"869.31|",|"93|",|"false|",|

|"324|",|"1489|",|"4|",|"879.91|",|"29|",|"false|",|

|"415|",|"957|",|"17|",|"394.46|",|"20|",|"false|",|

|"267|",|"1907|",|"4|",|"828.54|",|"88|",|"false|",|

|"209|",|"993|",|"8|",|"506.04|",|"62|",|"true|",|"2010-05-05 21:36:45|"|

|"152|",|"584|",|"20|",|"425.35|",|"72|",|"true|",|"1999-04-04 17:49:28|"|

|"214|",|"1820|",|"7|",|"923.18|",|"93|",|"false|",|

|"433|",|"1947|",|"1|",|"512.29|",|"98|",|"true|",|"1981-08-02 22:58:45|"|

|"340|",|"508|",|"19|",|"669.56|",|"45|",|"true|",|"2008-08-10 09:35:34|"|

|"199|",|"1834|",|"7|",|"705.70|",|"86|",|"false|",|

|"369|",|"1112|",|"24|",|"805.56|",|"86|",|"false|",|

|"426|",|"388|",|"24|",|"618.09|",|"39|",|"true|",|"1994-11-13 00:43:40|"|

|"428|",|"891|",|"5|",|"537.28|",|"86|",|"true|",|"1990-01-21 06:55:03|"|

|"52|",|"123|",|"2|",|"909.56|",|"8|",|"false|",|

|"313|",|"227|",|"2|",|"451.25|",|"77|",|"true|",|"2008-11-11 02:14:33|"|

|"407|",|"263|",|"1|",|"774.38|",|"28|",|"true|",|"2010-02-26 22:02:24|"|

|"442|",|"1842|",|"9|",|"244.70|",|"40|",|"false|",|

|"367|",|"1094|",|"16|",|"587.48|",|"38|",|"true|",|"1999-07-22 06:30:31|"|

|"127|",|"13|",|"21|",|"394.70|",|"23|",|"false|",|

|"95|",|"1293|",|"21|",|"156.16|",|"5|",|"false|",|

|"98|",|"1283|",|"7|",|"823.42|",|"100|",|"true|",|"1995-05-12 01:07:28|"|

|"33|",|"1033|",|"17|",|"196.88|",|"37|",|"false|",|

|"203|",|"343|",|"10|",|"556.43|",|"12|",|"true|",|"1995-08-12 12:17:07|"|

|"26|",|"1569|",|"7|",|"746.69|",|"22|",|"false|",|

|"247|",|"277|",|"14|",|"117.76|",|"57|",|"true|",|"1982-09-12 17:00:15|"|

|"492|",|"876|",|"13|",|"454.96|",|"48|",|"true|",|"2017-07-02 04:29:02|"|

|"215|",|"311|",|"2|",|"655.83|",|"95|",|"true|",|"2013-06-17 18:11:27|"|

|"227|",|"783|",|"2|",|"492.33|",|"70|",|"true|",|"1995-09-16 14:53:05|"|

|"193|",|"1295|",|"13|",|"443.91|",|"39|",|"true|",|"1978-07-04 11:00:18|"|

|"210|",|"1052|",|"3|",|"961.95|",|"83|",|"true|",|"2003-07-06 01:17:25|"|

|"132|",|"1832|",|"17|",|"30.68|",|"23|",|"false|",|

|"396|",|"793|",|"2|",|"642.57|",|"65|",|"true|",|"1988-12-21 16:35:07|"|

|"184|",|"1863|",|"12|",|"272.09|",|"0|",|"false|",|

|"431|",|"347|",|"5|",|"952.87|",|"21|",|"false|",|

|"255|",|"740|",|"1|",|"111.11|",|"92|",|"false|",|

|"449|",|"124|",|"13|",|"830.10|",|"27|",|"true|",|"1979-05-30 14:34:45|"|

|"139|",|"678|",|"14|",|"406.63|",|"53|",|"false|",|

|"369|",|"1210|",|"10|",|"869.54|",|"78|",|"false|",|

|"110|",|"460|",|"19|",|"167.10|",|"10|",|"false|",|

|"183|",|"1530|",|"1|",|"176.55|",|"42|",|"true|",|"1988-06-25 03:17:02|"|

|"0|",|"1076|",|"9|",|"94.22|",|"39|",|"true|",|"1998-11-05 19:47:38|"|

|"162|",|"542|",|"9|",|"567.26|",|"62|",|"false|",|

|"199|",|"359|",|"15|",|"54.13|",|"89|",|"true|",|"2002-01-27 00:41:04|"|

|"440|",|"1676|",|"11|",|"808.98|",|"51|",|"true|",|"1975-06-15 09:03:54|"|

|"456|",|"1723|",|"14|",|"923.61|",|"2|",|"true|",|"2018-03-05 06:27:48|"|

|"68|",|"1814|",|"21|",|"188.51|",|"58|",|"true|",|"2018-11-16 19:39:02|"|

|"183|",|"214|",|"19|",|"192.78|",|"6|",|"false|",|

|"497|",|"781|",|"20|",|"626.77|",|"87|",|"true|",|"2012-09-20 09:48:01|"|

|"37|",|"1648|",|"22|",|"820.36|",|"36|",|"false|",|

|"58|",|"581|",|"18|",|"147.59|",|"71|",|"false|",|

|"379|",|"1266|",|"9|",|"799.18|",|"61|",|"false|",|

|"413|",|"794|",|"6|",|"489.84|",|"50|",|"true|",|"1983-03-22 23:43:00|"|

|"338|",|"1958|",|"13|",|"361.26|",|"6|",|"false|",|

|"253|",|"886|",|"0|",|"803.83|",|"43|",|"false|",|

|"237|",|"1455|",|"12|",|"733.65|",|"69|",|"false|",|

|"251|",|"1405|",|"13|",|"631.94|",|"12|",|"true|",|"2002-10-24 09:02:03|"|

|"180|",|"1623|",|"10|",|"779.05|",|"13|",|"true|",|"1997-01-13 21:49:43|"|

|"35|",|"373|",|"3|",|"325.95|",|"42|",|"true|",|"2015-06-23 18:53:35|"|

|"9|",|"781|",|"20|",|"226.36|",|"47|",|"true|",|"2006-10-26 00:40:46|"|

|"62|",|"78|",|"24|",|"943.72|",|"69|",|"false|",|

|"109|",|"345|",|"0|",|"421.64|",|"96|",|"true|",|"1998-07-15 06:02:24|"|

|"162|",|"592|",|"18|",|"178.88|",|"11|",|"false|",|

|"176|",|"414|",|"21|",|"412.93|",|"27|",|"true|",|"1987-05-19 17:32:37|"|

|"248|",|"1085|",|"19|",|"485.83|",|"18|",|"false|",|

|"23|",|"220|",|"18|",|"345.42|",|"63|",|"false|",|

|"202|",|"369|",|"18|",|"846.08|",|"83|",|"true|",|"2006-02-10 05:59:24|"|

|"190|",|"184|",|"8|",|"279.29|",|"32|",|"false|",|

|"473|",|"581|",|"12|",|"838.32|",|"58|",|"true|",|"2004-09-04 04:12:09|"|

|"230|",|"885|",|"1|",|"894.79|",|"94|",|"false|",|

|"388|",|"413|",|"15|",|"340.11|",|"1|",|"true|",|"2018-01-05 20:38:52|"|

|"126|",|"1086|",|"2|",|"977.75|",|"89|",|"false|",|

|"285|",|"1922|",|"13|",|"357.27|",|"57|",|"false|",|

|"16|",|"288|",|"22|",|"827.50|",|"25|",|"false|",|

|"10|",|"1986|",|"24|",|"338.58|",|"92|",|"true|",|"1999-03-23 17:37:23|"|

|"7|",|"1608|",|"13|",|"957.10|",|"91|",|"false|",|

|"189|",|"833|",|"14|",|"809.52|",|"66|",|"false|",|

|"422|",|"1871|",|"21|",|"911.95|",|"7|",|"false|",|

|"45|",|"1385|",|"13|",|"513.85|",|"20|",|"false|",|

|"137|",|"1750|",|"22|",|"852.08|",|"48|",|"false|",|

|"50|",|"267|",|"3|",|"158.56|",|"62|",|"false|",|

|"427|",|"1933|",|"3|",|"256.72|",|"14|",|"true|",|"2009-11-26 12:52:50|"|

|"376|",|"1675|",|"13|",|"627.47|",|"17|",|"true|",|"2019-02-04 11:10:36|"|

|"378|",|"1842|",|"9|",|"696.37|",|"60|",|"false|",|

|"283|",|"1710|",|"21|",|"350.72|",|"15|",|"false|",|

|"70|",|"845|",|"5|",|"770.09|",|"95|",|"true|",|"2008-02-28 00:19:23|"|

|"109|",|"799|",|"24|",|"275.10|",|"5|",|"false|",|

|"498|",|"993|",|"11|",|"338.92|",|"99|",|"true|",|"1971-01-13 08:22:22|"|

|"400|",|"306|",|"1|",|"824.64|",|"87|",|"false|",|

|"404|",|"748|",|"24|",|"4.24|",|"19|",|"true|",|"2021-04-22 21:17:47|"|

|"449|",|"1179|",|"22|",|"502.14|",|"17|",|"true|",|"1977-10-31 09:43:46|"|

|"191|",|"1480|",|"16|",|"784.39|",|"69|",|"true|",|"2018-11-22 03:25:23|"|

|"211|",|"985|",|"1|",|"663.31|",|"11|",|"true|",|"2010-12-04 23:36:30|"|

|"30|",|"170|",|"9|",|"158.16|",|"93|",|"false|",|

|"124|",|"4|",|"22|",|"588.87|",|"34|",|"false|",|

|"379|",|"353|",|"8|",|"853.11|",|"25|",|"false|",|

|"254|",|"224|",|"23|",|"254.99|",|"86|",|"true|",|"1989-12-23 01:00:52|"|

|"206|",|"471|",|"19|",|"925.77|",|"45|",|"true|",|"1980-07-25 11:43:51|"|

|"142|",|"1100|",|"10|",|"197.72|",|"94|",|"true|",|"1994-08-05 18:39:07|"|

|"88|",|"962|",|"22|",|"736.43|",|"97|",|"false|",|

|"227|",|"362|",|"8|",|"961.46|",|"26|",|"true|",|"2000-05-03 13:44:32|"|

|"56|",|"1881|",|"9|",|"648.70|",|"77|",|"false|",|

|"482|",|"608|",|"2|",|"681.41|",|"28|",|"false|",|

|"202|",|"1764|",|"2|",|"823.44|",|"73|",|"false|",|

|"240|",|"1055|",|"3|",|"899.38|",|"46|",|"true|",|"1991-06-08 03:07:11|"|

|"370|",|"1915|",|"0|",|"4.59|",|"16|",|"true|",|"1991-03-23 23:38:39|"|

|"116|",|"1909|",|"24|",|"919.64|",|"6|",|"true|",|"1979-02-05 18:29:23|"|

|"326|",|"1546|",|"23|",|"723.86|",|"29|",|"false|",|

|"491|",|"956|",|"8|",|"370.83|",|"42|",|"true|",|"1983-03-01 10:48:39|"|

|"211|",|"1442|",|"17|",|"380.93|",|"33|",|"false|",|

|"96|",|"1526|",|"9|",|"494.00|",|"81|",|"true|",|"1975-08-23 09:18:47|"|

|"42|",|"1774|",|"18|",|"117.71|",|"56|",|"false|",|

|"313|",|"81|",|"1|",|"765.59|",|"61|",|"false|",|

|"186|",|"1095|",|"22|",|"78.49|",|"0|",|"false|",|

|"285|",|"656|",|"9|",|"573.81|",|"32|",|"false|",|

|"311|",|"1909|",|"11|",|"501.00|",|"25|",|"true|",|"1987-06-13 15:51:56|"|

|"417|",|"347|",|"8|",|"961.81|",|"99|",|"true|",|"1988-10-19 06:37:39|"|

|"114|",|"156|",|"2|",|"107.43|",|"4|",|"false|",|

