1394,76,92
1546,56,11
343,2,0
735,13,67
1483,11,3
168,97,19
739,60,17
227,98,7
1962,62,57
1769,92,20
1893,92,69
18,16,0
1116,46,21
313,31,68
1275,73,12
1791,20,92
1535,79,19
1882,91,81
437,27,99
156,32,25
404,76,84
178,24,77
89,38,93
1668,51,91
1958,92,72
1795,64,25
318,29,94
1269,8,30
1750,19,20
1894,2,30
1981,53,15
998,28,19
1029,67,17
548,64,74
202,4,22
370,43,23
587,52,78
1477,6,93
485,92,47
1106,79,23
478,18,87
1594,64,28
680,14,42
692,96,11
1525,91,85
856,0,21
100,11,43
1723,3,69
1532,12,54
1650,72,15
1226,28,97
135,13,87
1811,78,50
334,82,93
1142,38,6
800,17,3
14,60,31
1839,28,7
675,25,81
1974,36,70
740,33,24
1473,12,76
1637,12,45
1936,1,81
409,53,7
1290,62,66
1802,49,38
1153,3,93
1721,35,7
971,0,65
1648,23,82
885,64,16
1743,35,30
1820,16,25
758,99,58
1218,92,46
989,43,44
5,1,4
1590,38,61
1814,55,39
181,36,48
1589,25,39
1384,40,64
558,98,31
1137,0,46
1039,37,83
1058,6,97
1480,90,61
1613,74,85
1550,52,3
809,80,65
1921,23,39
1766,69,42
1905,73,50
309,71,94
215,15,74
1224,27,94
225,24,93
1119,9,76
78,60,46
122,17,78
1341,6,19
526,6,60
1134,14,24
1451,60,27
965,86,93
307,52,33
1097,63,23
1534,98,64
1266,14,5
1994,29,39
1275,54,48
557,23,75
690,27,81
1553,89,39
1513,53,19
481,70,57
118,81,55
378,55,70
680,92,86
251,63,78
511,3,5
1767,34,7
508,15,89
120,56,54
355,35,34
775,20,12
193,36,73
1153,2,11
1787,90,15
1600,53,35
1375,65,76
669,80,61
1800,76,8
1542,9,83
1176,64,6
1702,39,10
1405,46,21
106,81,91
1146,18,7
340,35,16
1890,21,67
1069,36,96
1880,16,13
1932,77,9
294,12,19
265,6,59
873,23,95
1446,0,93
1067,2,31
1403,46,57
646,70,49
1593,20,19
1294,80,2
959,12,25
1509,24,71
669,98,14
1881,61,27
1024,82,95
1666,19,84
949,27,92
1986,60,90
1387,22,52
1295,29,2
706,46,38
890,32,20
1678,57,38
1272,16,89
499,27,67
869,66,40
456,19,64
1106,37,18
1033,2,26
581,23,31
1593,43,56
1528,58,90
326,50,89
637,51,77
954,21,6
592,31,11
1448,27,7
733,86,17
830,16,18
649,43,82
1827,71,62
261,81,16
1886,48,2
1989,60,58
634,5,16
1630,46,24
71,7,55
1003,98,15
1767,81,27
33,50,23
1933,9,88
852,97,55
874,86,60
249,19,51
341,23,22
1709,4,98
1842,41,13
540,82,48
1450,13,91
1551,9,99
810,76,51
649,0,85
485,74,21
461,28,80
428,98,88
1507,61,31
1160,6,78
985,25,25
740,19,98
727,66,27
564,88,31
1231,38,69
776,53,99
1958,61,56
1642,23,65
501,70,56
1824,98,42
608,99,9
249,62,39
748,47,97
1176,31,6
1971,93,7
255,37,77
260,36,90
114,61,12
327,85,37
431,50,9
258,7,83
771,11,33
722,74,9
1246,79,93
586,21,0
481,44,66
1464,82,22
1413,84,27
1459,61,63
1520,6,6
1836,88,32
1362,49,65
76,20,96
357,85,91
1348,85,60
1176,84,95
894,19,41
1122,61,97
851,50,70
903,71,6
1764,52,31
578,86,61
1281,78,35
1910,58,54
632,72,81
337,37,2
749,48,43
1662,14,47
1784,24,43
511,67,9
1597,25,71
434,79,89
1991,1,49
689,44,40
745,62,66
1332,17,95
164,0,32
325,60,55
15,40,37
351,34,88
578,12,77
413,56,74
1709,34,14
771,98,91
840,97,94
962,43,99
1569,36,34
1218,76,69
1442,29,63
612,76,34
541,25,21
1982,67,63
81,57,4
246,69,77
319,86,15
1652,37,21
1239,47,77
106,21,59
1526,38,75
191,34,88
209,24,40
331,14,32
1922,21,82
1683,97,70
1747,62,92
1577,98,95
1789,35,5
1693,74,48
67,4,14
1458,40,77
1112,70,74
1100,98,83
380,12,12
740,72,86
1237,77,0
1008,85,24
1264,24,94
1398,47,92
385,5,52
173,32,18
1297,24,48
139,76,50
940,52,80
650,63,99
1683,80,6
1226,34,15
1190,66,55
993,40,15
1380,74,14
314,82,5
876,37,50
1095,8,61
1556,36,99
1541,21,74
142,52,9
1929,66,79
1198,32,65
1120,1,92
1701,62,86
1154,19,55
103,74,21
1708,95,21
1632,31,58
1844,2,44
26,99,67
474,21,67
181,12,19
612,6,28
1874,35,41
416,33,26
1311,70,12
708,43,18
1630,35,97
1561,27,52
27,36,58
836,26,12
535,38,39
357,36,22
1444,1,0
1142,37,14
781,9,70
524,81,78
1094,50,26
311,67,59
1984,60,89
894,97,25
1516,46,50
474,37,31
1099,0,72
1983,25,59
1277,97,58
1646,1,14
418,31,36
44,29,84
1991,18,12
7,34,72
1181,42,23
1795,38,18
4,95,27
188,15,58
244,60,51
1642,98,12
726,93,22
1863,74,10
1211,11,24
1092,61,71
215,11,7
409,64,35
1477,35,32
171,74,77
997,80,51
1372,13,19
434,89,54
1273,92,17
1186,18,25
1352,11,59
798,4,32
1590,22,91
1043,51,5
1907,24,26
302,19,31
1179,35,22
107,59,50
179,56,39
242,25,42
192,78,13
1107,17,11
619,76,94
783,96,66
1458,6,16
83,62,73
1676,38,86
913,60,37
1465,52,88
519,50,67
762,20,61
1043,21,66
1210,60,39
1516,60,22
548,58,92
1635,53,17
70,86,63
1665,40,95
1675,57,80
656,17,78
844,12,51
1851,93,59
1996,72,11
1378,18,60
954,59,77
1405,76,32
770,80,22
1398,70,3
1220,6,84
891,46,20
1004,53,50
1154,85,72
386,61,36
1329,56,86
1715,94,5
1784,0,74
265,21,12
1052,66,35
1557,22,6
840,84,45
1566,68,41
1319,58,10
872,49,61
379,61,20
1209,97,35
1843,70,2
875,97,35
360,72,48
1507,60,51
274,92,33
1708,52,45
359,89,35
1060,54,93
1101,27,16
1281,30,7
248,77,1
815,37,41
1163,77,33
1850,70,79
1026,70,47
137,27,93
1882,20,88
523,55,80
347,58,45
71,76,3
997,62,11
405,9,96
310,15,7
1997,70,53
962,86,67
1396,58,97
522,85,62
856,72,56
351,88,41
749,37,32
173,47,25
247,6,90
1216,14,28
240,68,69
45,37,6
695,17,17
1725,12,48
1641,96,70
1881,9,74
481,29,4
1159,67,20
241,80,27
1330,6,14
529,17,96
184,50,78
282,95,48
280,15,60
1582,63,58
214,6,17
334,25,34
710,15,44
450,23,97
799,19,65
996,88,26
505,58,19
1477,0,35
912,15,4
1201,59,5
526,86,44
1530,34,39
976,9,82
852,19,4
1201,90,70
548,95,19
951,6,20
1682,78,78
1464,94,7
200,4,97
1476,46,93
1981,43,63
649,50,95
77,67,31
1430,11,27
1833,18,39
1158,53,84
753,64,55
1451,82,1
244,38,79
1591,18,31
1893,46,17
1658,93,3
1566,34,2
1086,44,0
885,92,39
844,53,22
1508,54,75
8,41,98
450,37,11
1327,31,40
1173,61,31
1271,21,9
267,48,58
280,70,58
748,70,73
227,57,90
302,56,29
1201,86,86
1605,7,77
1529,52,57
411,29,98
673,97,12
591,94,64
214,57,11
1313,36,33
156,80,88
811,16,66
235,17,15
1146,80,97
1511,83,44
1585,80,21
478,80,73
982,5,76
146,46,55
1522,0,84
1,50,72
186,2,77
994,60,43
1526,19,22
1493,15,51
243,0,11
122,32,81
1614,40,3
881,39,92
1305,80,78
299,91,10
1922,46,82
581,26,23
1535,52,24
895,51,57
903,6,39
1204,77,94
1860,92,85
1094,28,29
1180,68,25
1071,97,82
961,38,38
1294,15,77
1260,60,47
1962,67,75
1237,33,97
1283,22,54
1781,59,93
262,24,39
989,59,30
1556,93,0
620,27,18
1613,61,9
1168,4,33
668,20,86
1255,40,97
1558,72,49
1299,17,10
554,62,61
1197,42,65
156,86,74
98,54,83
814,20,76
554,37,25
1197,82,45
252,37,91
1465,86,30
466,71,53
1726,86,54
33,51,49
1929,74,40
1802,60,45
71,13,18
1464,53,34
1480,18,68
238,37,43
844,91,19
876,97,75
77,26,16
1218,30,0
1258,32,14
998,48,83
1792,85,79
188,22,75
942,92,66
1600,37,46
1393,80,95
541,32,80
1756,13,64
1845,61,21
1908,60,71
1513,22,97
1247,32,82
13,15,65
634,63,49
215,66,39
1965,6,16
378,15,43
881,24,3
1792,87,21
1335,86,71
1035,65,38
1477,37,79
1024,25,12
1430,50,38
470,59,8
388,9,77
379,96,20
751,16,67
773,96,18
717,59,35
742,21,58
1470,3,34
1678,11,21
242,18,82
1531,34,93
1832,0,64
1921,92,39
1723,52,11
902,97,57
1827,58,92
153,38,6
1746,84,61
488,2,56
1764,57,18
1311,76,83
887,80,32
1436,25,70
1302,32,91
1082,58,83
394,62,24
949,92,40
1281,59,47
1538,18,7
1135,42,21
314,88,30
552,71,48
957,38,99
353,29,9
360,63,83
1405,1,18
241,92,94
695,51,91
1820,40,63
781,53,8
773,74,97
741,72,4
811,66,47
488,72,73
58,12,7
80,31,78
1889,72,38
582,23,61
1121,1,57
1034,58,48
132,18,72
1055,32,74
98,7,50
542,24,30
637,29,13
215,64,17
1092,17,64
311,96,90
1059,82,73
188,82,33
1005,20,43
414,37,71
1259,99,5
1525,93,33
1056,21,26
464,24,21
1190,72,38
325,92,95
1850,25,20
277,93,28
933,50,8
372,74,83
1630,33,91
1878,4,2
120,74,19
1262,22,12
318,59,13
897,26,79
1078,93,73
188,38,31
465,60,75
200,84,88
1997,13,6
469,33,49
1804,86,78
1134,80,30
1800,59,78
1122,74,31
996,24,18
1251,99,12
244,7,90
758,50,47
1933,70,71
1297,64,96
1330,98,18
867,14,17
353,22,71
1989,33,47
1471,16,62
886,16,48
583,6,74
1750,63,79
978,65,34
1844,81,11
895,80,31
1504,58,44
1605,72,73
1757,15,43
71,32,26
875,68,32
1098,96,70
425,28,78
500,24,65
1389,45,48
106,96,81
251,21,46
1458,60,77
525,44,62
1845,14,16
58,0,23
1676,52,55
449,57,43
1598,44,44
1044,23,5
275,70,45
1329,21,41
766,99,72
17,35,19
1100,3,71
107,68,51
1206,48,62
1234,66,85
408,83,92
1044,97,18
1119,66,41
1915,86,45
582,1,31
1541,79,67
121,94,67
744,10,92
227,18,50
317,44,82
1574,71,3
897,92,17
269,48,11
121,3,65
1065,28,44
928,51,59
553,22,56
1988,63,9
965,98,58
8,80,73
661,50,17
1078,98,88
1802,83,69
537,37,17
1056,29,97
1923,67,41
1048,8,29
1709,97,93
1605,80,49
471,85,31
902,28,64
1340,71,37
1427,33,15
455,52,72
1297,2,86
1455,53,37
792,91,20
1032,63,49
986,7,12
1827,96,59
18,36,68
717,72,10
341,80,88
1685,61,96
1121,63,24
82,21,29
455,80,19
741,67,96
487,31,77
193,45,25
1767,28,53
929,46,86
1126,52,2
1983,7,20
951,73,65
54,51,92
971,70,91
216,65,37
1160,61,16
508,24,91
157,67,53
246,99,75
694,28,82
220,81,33
1,38,73
1657,24,28
1347,7,18
825,45,76
153,71,82
1304,72,29
1656,19,43
74,24,69
597,52,7
499,58,97
1519,78,97
485,27,18
244,11,12
1465,91,19
1236,7,61
799,42,16
208,68,99
1049,45,52
263,2,26
1216,40,77
1330,42,36
386,33,40
503,47,58
431,19,50
1815,60,23
247,47,87
1505,91,93
707,16,19
1602,13,77
1747,85,49
390,53,30
699,85,63
1483,0,91
1520,37,98
1710,53,5
67,85,6
1699,45,20
1010,6,92
1923,37,19
618,4,11
1546,29,28
1559,61,37
1317,38,34
799,15,50
675,97,84
880,96,21
853,51,27
1457,34,14
1026,23,50
119,67,77
630,40,35
1990,18,24
1332,4,18
1759,60,27
443,91,96
1137,60,42
1902,91,47
1576,61,49
388,20,17
605,29,71
1268,64,82
1266,22,50
488,93,58
1024,3,2
1959,7,37
1245,99,96
190,43,95
959,96,74
726,34,33
51,23,26
1947,6,4
1879,99,25
496,45,14
1050,91,3
1285,16,40
41,5,13
1058,60,47
1489,6,56
1854,25,40
1293,40,90
1971,16,52
306,66,98
1522,72,5
543,91,28
1681,37,69
1855,6,90
851,9,11
189,86,94
1993,96,18
1118,99,13
1359,86,56
1384,81,68
1776,82,40
1993,44,28
179,60,89
1293,81,57
309,52,67
834,44,63
1200,99,90
629,28,80
954,96,89
806,86,94
1319,78,74
1322,11,23
1178,74,47
1462,57,88
1185,25,73
437,11,1
805,71,71
793,65,67
584,52,41
298,4,64
911,61,81
385,21,74
487,21,41
1143,90,36
1416,56,48
951,11,66
1142,14,27
1387,44,81
691,61,38
999,32,38
425,95,53
261,72,22
847,95,33
94,6,61
1834,11,5
74,88,66
721,6,61
1368,39,26
563,70,90
1565,38,17
907,21,15
1836,36,81
275,21,25
134,16,88
1983,15,30
1506,22,35
888,80,72
142,53,75
1526,25,22
1614,92,45
599,23,28
112,51,30
38,29,80
1170,70,86
1575,54,47
1908,37,27
247,57,12
1838,56,31
390,98,83
1607,13,87
826,13,30
881,46,49
1668,0,99
1287,74,22
1721,32,47
1785,48,81
778,7,83
1112,46,68
1295,98,38
1394,76,74
1546,56,91
343,2,35
735,13,9
1483,11,54
168,97,6
739,60,25
227,98,28
1962,62,5
1769,92,87
1893,92,5
18,16,19
1116,46,25
313,31,8
1275,73,66
1791,20,75
1535,79,90
1882,91,41
437,27,77
156,32,86
404,76,94
178,24,45
89,38,36
1668,51,6
1958,92,4
1795,64,69
318,29,91
1269,8,3
1750,19,88
1894,2,27
1981,53,53
998,28,96
1029,67,54
548,64,67
202,4,40
370,43,22
587,52,22
1477,6,80
485,92,67
1106,79,77
478,18,46
1594,64,92
680,14,33
692,96,98
1525,91,7
856,0,92
100,11,59
1723,3,81
1532,12,58
1650,72,16
1226,28,8
135,13,83
1811,78,0
334,82,25
1142,38,77
800,17,39
14,60,98
1839,28,0
675,25,56
1974,36,57
740,33,12
1473,12,2
1637,12,29
1936,1,34
409,53,59
1290,62,32
1802,49,18
1153,3,84
1721,35,97
971,0,38
1648,23,28
885,64,80
1743,35,35
1820,16,37
758,99,95
1218,92,37
989,43,72
5,1,61
1590,38,49
1814,55,59
181,36,28
1589,25,28
1384,40,45
558,98,48
1137,0,48
1039,37,1
1058,6,31
1480,90,2
1613,74,41
1550,52,80
809,80,51
1921,23,69
1766,69,91
1905,73,26
309,71,70
215,15,60
1224,27,39
225,24,20
1119,9,61
78,60,53
122,17,50
1341,6,1
526,6,62
1134,14,93
1451,60,65
965,86,13
307,52,98
1097,63,52
1534,98,86
1266,14,75
1994,29,38
1275,54,18
557,23,85
690,27,77
1553,89,64
1513,53,91
481,70,71
118,81,54
378,55,82
680,92,17
251,63,33
511,3,88
1767,34,35
508,15,69
120,56,33
355,35,11
775,20,67
193,36,70
1153,2,49
1787,90,18
1600,53,52
1375,65,72
669,80,93
1800,76,18
1542,9,8
1176,64,36
1702,39,92
1405,46,31
106,81,59
1146,18,29
340,35,38
1890,21,79
1069,36,46
1880,16,21
1932,77,86
294,12,63
265,6,6
873,23,59
1446,0,56
1067,2,29
1403,46,51
646,70,85
1593,20,87
1294,80,86
959,12,17
1509,24,35
669,98,99
1881,61,87
1024,82,93
1666,19,89
949,27,30
1986,60,61
1387,22,8
1295,29,80
706,46,71
890,32,71
1678,57,84
1272,16,78
499,27,56
869,66,26
456,19,57
1106,37,66
1033,2,65
581,23,66
1593,43,62
1528,58,41
326,50,39
637,51,72
954,21,2
592,31,95
1448,27,92
733,86,72
830,16,23
649,43,18
1827,71,35
261,81,84
1886,48,28
1989,60,15
634,5,33
1630,46,66
71,7,45
1003,98,43
1767,81,84
33,50,98
1933,9,76
852,97,51
874,86,69
249,19,13
341,23,17
1709,4,56
1842,41,31
540,82,92
1450,13,10
1551,9,98
810,76,83
649,0,50
485,74,93
461,28,45
428,98,56
1507,61,65
1160,6,29
985,25,84
740,19,73
727,66,3
564,88,58
1231,38,15
776,53,43
1958,61,45
1642,23,73
501,70,11
1824,98,65
608,99,61
249,62,98
748,47,29
1176,31,34
255,37,59
260,36,21
114,61,97
327,85,34
431,50,96
258,7,63
771,11,36
722,74,62
1246,79,81
586,21,73
481,44,46
1464,82,70
1413,84,56
1459,61,7
1520,6,82
1836,88,90
1362,49,87
76,20,78
357,85,10
1348,85,86
1176,84,93
894,19,52
1122,61,4
851,50,25
903,71,69
1764,52,15
578,86,38
1281,78,26
1910,58,69
632,72,60
337,37,9
749,48,36
1662,14,96
1784,24,26
511,67,12
1597,25,30
434,79,60
1991,1,91
689,44,6
745,62,42
1332,17,45
164,0,19
325,60,64
15,40,30
351,34,46
578,12,2
413,56,35
1709,34,50
771,98,46
840,97,62
962,43,29
1569,36,72
1218,76,78
1442,29,79
612,76,84
541,25,57
1982,67,28
81,57,18
246,69,26
319,86,26
1652,37,61
1239,47,42
106,21,38
1526,38,50
191,34,43
209,24,47
331,14,14
1922,21,31
1683,97,29
1747,62,14
1577,98,69
1789,35,85
1693,74,14
67,4,77
1458,40,22
1112,70,25
1100,98,92
380,12,71
740,72,89
1237,77,52
1008,85,97
1264,24,70
1398,47,11
385,5,73
173,32,28
1297,24,0
139,76,5
940,52,17
650,63,23
1683,80,80
1226,34,67
1190,66,84
993,40,37
1380,74,85
314,82,9
876,37,36
1095,8,93
1556,36,63
1541,21,53
142,52,62
1929,66,6
1198,32,28
1120,1,11
1701,62,59
1154,19,73
103,74,55
1708,95,79
1632,31,91
1844,2,32
26,99,86
474,21,25
181,12,75
612,6,11
1874,35,49
416,33,58
1311,70,36
708,43,98
1630,35,43
1561,27,51
27,36,86
836,26,97
535,38,75
357,36,89
1444,1,5
1142,37,43
781,9,89
524,81,29
1094,50,16
311,67,67
1984,60,12
894,97,52
1516,46,54
474,37,8
1099,0,56
1983,25,38
1277,97,77
1646,1,95
418,31,86
44,29,17
1991,18,26
7,34,5
1181,42,54
1795,38,99
4,95,1
188,15,65
244,60,86
1642,98,3
726,93,1
1863,74,34
1211,11,40
1092,61,78
215,11,40
409,64,67
1477,35,20
171,74,38
997,80,98
1372,13,40
434,89,3
1273,92,74
1186,18,47
1352,11,71
798,4,28
1590,22,57
1043,51,21
1907,24,88
302,19,79
1179,35,47
107,59,13
179,56,82
242,25,96
192,78,95
1107,17,3
619,76,4
783,96,95
1458,6,38
83,62,8
1676,38,25
913,60,59
1465,52,64
519,50,51
762,20,91
1043,21,13
1210,60,19
1516,60,4
548,58,8
1635,53,69
70,86,67
1665,40,64
1675,57,95
656,17,23
844,12,80
1851,93,22
1996,72,31
1378,18,85
954,59,9
1405,76,3
770,80,77
1398,70,59
1220,6,13
891,46,40
1004,53,90
1154,85,97
386,61,44
1329,56,5
1715,94,97
1784,0,3
265,21,7
1052,66,79
1557,22,4
840,84,34
1566,68,44
1319,58,83
872,49,27
379,61,47
1209,97,29
1843,70,80
875,97,19
360,72,94
1507,60,59
274,92,31
1708,52,13
359,89,51
1060,54,92
1101,27,39
1281,30,27
248,77,74
815,37,83
1163,77,76
1850,70,28
1026,70,39
137,27,13
1882,20,99
523,55,66
347,58,69
71,76,55
997,62,33
405,9,66
310,15,74
1997,70,42
962,86,93
1396,58,66
522,85,82
856,72,73
351,88,39
749,37,95
173,47,20
247,6,15
1216,14,9
240,68,44
45,37,44
695,17,66
1725,12,89
1641,96,15
1881,9,30
481,29,94
1159,67,29
241,80,5
1330,6,38
529,17,32
184,50,29
282,95,19
280,15,75
1582,63,11
214,6,37
334,25,24
710,15,82
450,23,91
799,19,90
996,88,33
505,58,17
1477,0,10
912,15,80
1201,59,31
526,86,97
1530,34,8
976,9,47
852,19,14
1201,90,21
548,95,13
951,6,64
1682,78,55
1464,94,55
200,4,48
1476,46,30
1981,43,78
649,50,63
77,67,5
1430,11,15
1833,18,45
1158,53,60
753,64,3
1451,82,88
244,38,85
1591,18,8
1893,46,19
1658,93,38
1566,34,8
1086,44,4
885,92,83
844,53,41
1508,54,40
8,41,10
450,37,68
1327,31,31
1173,61,34
1271,21,38
267,48,30
280,70,30
748,70,57
227,57,17
302,56,27
1201,86,70
1605,7,30
1529,52,80
411,29,17
673,97,45
591,94,98
214,57,79
1313,36,93
156,80,28
811,16,8
235,17,48
1146,80,23
1511,83,59
1585,80,91
478,80,91
982,5,67
146,46,69
1522,0,62
1,50,19
186,2,3
994,60,42
1526,19,27
1493,15,65
243,0,29
122,32,72
1614,40,69
881,39,21
1305,80,23
299,91,58
1922,46,48
581,26,83
1535,52,63
895,51,39
903,6,12
1204,77,90
1860,92,33
1094,28,83
1180,68,36
1071,97,44
961,38,60
1294,15,2
1260,60,94
1962,67,58
1237,33,49
1283,22,16
1781,59,51
262,24,62
989,59,75
1556,93,29
620,27,46
1613,61,91
1168,4,54
668,20,85
1255,40,76
1558,72,58
554,62,1
1197,42,10
156,86,26
98,54,42
814,20,38
554,37,42
1197,82,86
252,37,86
1465,86,44
466,71,91
1726,86,0
33,51,96
1929,74,48
1802,60,42
71,13,48
1464,53,4
1480,18,85
238,37,1
844,91,16
876,97,15
77,26,72
1218,30,4
1258,32,49
998,48,13
1792,85,71
188,22,8
942,92,99
1600,37,70
1393,80,3
541,32,40
1756,13,57
1845,61,37
1908,60,54
1513,22,20
1247,32,17
13,15,4
634,63,95
215,66,27
1965,6,12
378,15,9
881,24,17
1792,87,0
1335,86,57
1035,65,24
1477,37,37
1024,25,46
1430,50,71
470,59,22
388,9,47
379,96,9
751,16,6
773,96,73
717,59,37
742,21,78
1470,3,30
1678,11,89
242,18,75
1531,34,57
1832,0,44
1921,92,78
1723,52,80
902,97,34
1827,58,73
153,38,14
1746,84,14
488,2,87
1764,57,12
1311,76,19
887,80,15
1436,25,98
1302,32,5
1082,58,14
394,62,51
949,92,44
1281,59,65
1538,18,26
1135,42,19
314,88,24
552,71,28
957,38,94
353,29,86
360,63,75
1405,1,73
241,92,18
695,51,92
1820,40,3
781,53,94
773,74,73
741,72,14
811,66,52
488,72,88
58,12,89
80,31,50
1889,72,85
582,23,55
1121,1,12
1034,58,72
132,18,76
1055,32,95
98,7,12
542,24,82
637,29,74
215,64,14
1092,17,69
311,96,4
1059,82,81
188,82,7
1005,20,70
414,37,38
1259,99,98
1525,93,24
1056,21,57
464,24,89
1190,72,73
325,92,84
1850,25,92
277,93,45
933,50,59
372,74,45
1630,33,27
1878,4,8
120,74,14
1262,22,40
318,59,29
897,26,74
1078,93,25
188,38,4
465,60,29
200,84,24
1997,13,68
469,33,34
1804,86,87
1134,80,95
1800,59,54
1122,74,85
996,24,52
1251,99,49
244,7,22
758,50,96
1933,70,11
1297,64,98
1330,98,33
867,14,4
353,22,43
1989,33,64
1471,16,13
886,16,75
583,6,61
1750,63,31
978,65,63
1844,81,3
895,80,29
1504,58,39
1605,72,79
1757,15,78
71,32,37
875,68,4
1098,96,61
425,28,36
500,24,58
1389,45,7
106,96,19
251,21,12
1458,60,15
525,44,79
1845,14,4
58,0,78
1676,52,97
449,57,20
1598,44,51
1044,23,14
275,70,39
1329,21,64
766,99,55
17,35,17
1100,3,19
107,68,29
1206,48,34
1234,66,5
408,83,31
1044,97,39
1119,66,17
1915,86,91
582,1,18
1541,79,82
121,94,99
744,10,42
227,18,2
317,44,34
1574,71,49
897,92,20
269,48,60
121,3,0
1065,28,21
928,51,62
553,22,87
1988,63,99
965,98,94
8,80,39
661,50,68
1078,98,67
1802,83,55
537,37,90
1056,29,28
880,61,73
1923,67,3
1048,8,47
1709,97,48
1605,80,72
471,85,63
902,28,60
1340,71,67
1427,33,62
455,52,2
1297,2,60
1455,53,26
792,91,17
1032,63,57
986,7,46
1827,96,69
18,36,98
717,72,75
341,80,47
1685,61,97
1121,63,97
82,21,67
455,80,52
741,67,78
487,31,94
193,45,64
1767,28,39
929,46,5
1126,52,8
1983,7,11
951,73,68
54,51,89
971,70,24
216,65,35
1160,61,21
508,24,23
157,67,25
246,99,65
694,28,9
220,81,65
1,38,28
1657,24,47
1347,7,55
825,45,82
153,71,7
1304,72,50
1656,19,80
74,24,44
597,52,75
499,58,96
1519,78,84
485,27,4
244,11,89
1465,91,5
1236,7,74
799,42,17
1345,37,29
208,68,19
1049,45,4
263,2,94
1216,40,22
1330,42,62
386,33,84
1891,2,91
503,47,52
431,19,56
1815,60,63
247,47,82
1505,91,1
707,16,53
1602,13,89
1747,85,93
390,53,55
699,85,85
1483,0,33
1520,37,95
1710,53,65
67,85,60
1699,45,61
1010,6,22
1923,37,76
618,4,2
1546,29,46
1559,61,26
1317,38,19
799,15,99
675,97,76
880,96,85
853,51,5
1457,34,82
1026,23,79
119,67,69
630,40,85
1990,18,95
1332,4,73
1759,60,99
443,91,9
1137,60,61
1902,91,92
1576,61,12
388,20,20
605,29,59
1268,64,38
1266,22,52
488,93,7
1024,3,87
1959,7,20
1245,99,42
190,43,18
959,96,68
726,34,40
51,23,29
1947,6,95
1879,99,66
496,45,94
1050,91,59
1285,16,31
41,5,50
1058,60,28
1489,6,25
1854,25,93
1293,40,23
1971,16,13
1522,72,4
543,91,5
1681,37,37
1855,6,72
851,9,32
189,86,57
1993,96,19
1118,99,2
1359,86,4
1384,81,73
1776,82,92
1993,44,84
179,60,5
1293,81,16
309,52,2
834,44,77
